title,release_year,duration,tconst,averageRating
Qila,1998,161,tt0286907,4.9
Smoke & Mirrors,2016,123,tt1713440,6.8
Without Gorky,2011,80,tt1854593,6.7
Rangoon,2017,153,tt4909752,5.6
Rangoon,2017,153,tt6998596,7.0
Joshua: Teenager vs. Superpower,2017,79,tt6333072,7.3
Raees,2017,143,tt3405236,6.6
War Machine,2017,123,tt4758646,6.0
BLAME!,2017,106,tt4607722,5.8
BLAME!,2017,106,tt6574146,6.6
Laerte-se,2017,101,tt6791240,7.0
Chamatkar,1992,164,tt0126234,6.5
Kabhi Haan Kabhi Naa,1994,151,tt0110222,7.7
Lovesong,2016,84,tt4305148,6.3
Ram Jaane,1995,142,tt0114231,5.4
Wild Oats,2016,86,tt1655461,5.7
Get Me Roger Stone,2017,101,tt6714534,7.3
Sahara,2017,86,tt4466894,5.5
Handsome: A Netflix Mystery Movie,2017,81,tt5809020,5.2
The Mars Generation,2017,98,tt6333096,6.5
A Yellow Bird,2016,111,tt5709164,5.4
Chaahat,1996,148,tt0172234,5.5
English Babu Desi Mem,1996,163,tt0136153,4.6
He Even Has Your Eyes,2016,95,tt5256722,6.2
In the Shadow of Iris,2016,99,tt5598110,6.1
Loev,2015,89,tt5050788,5.9
Mostly Sunny,2016,83,tt5935072,5.4
The Next Skin,2016,104,tt4034208,6.1
Casting JonBenet,2017,81,tt6333052,6.1
Small Crimes,2017,95,tt5717492,5.8
Dear Zindagi,2016,149,tt5946128,7.4
Shepherds and Butchers,2016,106,tt4627352,6.8
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,2016,108,tt4940370,6.3
Sand Castle,2017,113,tt2582576,6.3
Bibi & Tina,2014,97,tt3202200,4.7
The Wedding Party,2016,101,tt5260026,4.8
The Wedding Party,2016,101,tt5978822,5.8
Arctic Heart,2016,81,tt4607228,5.2
Our Lovers,2016,92,tt4631532,6.7
Sandy Wexler,2017,131,tt5893332,5.2
Macho,2016,101,tt6237224,4.3
Kevin Hart: What Now?,2016,96,tt4669186,5.9
Frat Star,2017,85,tt5117484,3.6
Win It All,2017,89,tt3155328,6.2
Couples Counseling,2016,88,tt5820146,5.6
Deuces,2016,88,tt5081606,5.8
Elaan,1971,143,tt0367695,5.8
Five Nights in Maine,2015,83,tt3352034,4.8
Killa,2014,107,tt3341582,7.8
Life 2.0,2010,99,tt1518809,6.2
Salaakhen,1975,134,tt0395743,5.7
The Tenth Man,2016,81,tt5446610,5.8
Toro,2016,106,tt4213806,5.9
Toro,2016,106,tt6097002,7.1
The Discovery,2017,102,tt5155780,6.2
The C Word,2016,93,tt5212792,7.5
The Most Hated Woman in America,2017,93,tt4842646,6.1
Best Worst Thing That Ever Could Have Happened,2016,97,tt3282712,7.6
Deidra & Laney Rob a Train,2017,92,tt4144332,6.0
Pandora,2016,137,tt6302160,6.6
Howards End,1992,143,tt0104454,7.4
"Bon Cop, Bad Cop",2006,117,tt0479647,6.7
Notes on Blindness,2016,87,tt5117222,7.0
One 2 Ka 4,2001,160,tt0227194,5.4
100 Meters,2016,109,tt5089786,7.5
Burning Sands,2017,102,tt5826432,6.0
The Butterfly's Dream,2013,118,tt2608224,7.7
Nila,2016,94,tt5082662,6.7
Force 2,2016,123,tt5156746,6.2
Operações Especiais,2015,99,tt4058210,6.3
I Don't Feel at Home in This World Anymore,2017,97,tt5710514,6.9
Growing Up Wild,2016,78,tt6332994,7.1
Tini: The New Life of Violetta,2016,99,tt5122374,5.2
Rocky Handsome,2016,119,tt3410408,6.8
A Heavy Heart,2015,109,tt3296980,7.1
Rush: Beyond the Lighted Stage,2010,107,tt1545103,8.3
The Fury of a Patient Man,2016,92,tt4771896,6.7
The Memory of Water,2015,88,tt4341864,6.1
Girlfriend's Day,2017,71,tt2962984,5.2
David Brent: Life on the Road,2016,97,tt3137630,6.3
Grillo vs Grillo,2017,96,tt6522846,5.3
Imperial Dreams,2014,86,tt3331028,6.7
Dilwale,2015,154,tt4535650,5.0
Happy New Year,2014,179,tt2461132,4.9
Haraamkhor,2015,93,tt2361746,6.3
Heroes Wanted,2016,97,tt4806012,4.6
The Reconquest,2016,108,tt5900208,6.5
Semana Santa,2015,87,tt3616724,6.0
Journey to Greenland,2016,99,tt4641248,6.3
IBOY,2017,91,tt3171832,5.9
Pink,2016,130,tt5525360,1.5
Pink,2016,130,tt5571734,8.1
Take the 10,2017,80,tt5792472,4.8
Berlin Calling,2008,105,tt0211946,7.2
Stereo,2014,91,tt3348102,6.5
We Are Young. We Are Strong.,2014,123,tt4076058,7.0
Casablancas: The Man Who Loved Women,2016,82,tt5078372,6.2
Clinical,2017,104,tt5577742,5.1
Very Big Shot,2015,109,tt4971824,6.9
Under the Shadow,2016,84,tt4273292,6.8
Coin Heist,2017,98,tt5740806,4.8
Rampage: President Down,2016,100,tt4146622,4.7
Autohead,2016,97,tt5513098,6.0
Bee Movie,2007,92,tt0389790,6.1
Headwinds,2011,92,tt1730689,6.4
Udta Punjab,2016,146,tt4434004,7.7
7:19,2016,93,tt5979312,5.8
Barry,2016,105,tt5477566,5.9
3 Türken & ein Baby,2015,93,tt3598648,5.4
Eddie - Strongman,2015,98,tt4334636,7.4
Sand Storm,2016,88,tt4365518,6.8
Asperger's Are Us,2016,83,tt4109268,6.6
Spectral,2016,108,tt2106651,6.3
Other People,2016,97,tt4158876,6.8
Blue Jay,2016,81,tt3574352,4.7
Blue Jay,2016,81,tt5912454,7.3
One in a Billion,2016,70,tt6045798,6.7
Mercenary,2016,99,tt4530968,6.5
For the Love of Spock,2016,112,tt4572820,7.6
White Girl,2016,90,tt4129870,5.7
#Rucker50,2016,56,tt6475636,5.2
Interrogation,2015,116,tt6150900,6.7
Rainbow Time,2016,92,tt5167174,5.9
Richard Pryor: Live in Concert,1979,79,tt0079807,8.0
Beauties of the Night,2016,92,tt4958426,7.2
Mercy,2016,88,tt5710042,4.1
Divines,2016,107,tt4730986,7.4
True Memoirs of an International Assassin,2016,98,tt1542768,5.9
The Ivory Game,2016,112,tt5952266,7.8
Norman Lear: Just Another Version of You,2016,91,tt5275866,7.3
Spanish Affair 2,2015,107,tt3626742,5.3
I Am the Pretty Thing That Lives in the House,2016,89,tt5059406,4.6
Into the Inferno,2016,107,tt4846318,7.2
The African Doctor,2016,94,tt5555502,7.0
West Coast,2016,81,tt4131240,5.7
Berserk: The Golden Age Arc I - The Egg of the King,2012,77,tt2210479,7.5
Bleach the Movie: Hell Verse,2010,94,tt1785394,7.3
Blind Date,2015,91,tt4466936,6.6
Sky Ladder: The Art of Cai Guo-Qiang,2016,80,tt5278930,7.3
Mascots,2016,95,tt4936176,5.8
Justin Timberlake + the Tennessee Kids,2016,90,tt5001772,7.6
13TH,2016,101,tt5895028,8.2
The Siege of Jadotville,2016,108,tt3922798,7.2
Much Ado About Nothing,2016,96,tt4650738,6.5
My Big Night,2015,97,tt4412362,6.1
Umrika,2015,96,tt2614722,6.6
Unchained: The Untold Story of Freestyle Motocross,2016,92,tt5116896,7.8
Welcome Mr. President,2013,99,tt2767948,6.2
Amanda Knox,2016,92,tt5952332,6.9
Audrie & Daisy,2016,99,tt5278460,7.2
ARQ,2016,89,tt5640450,6.3
Sample This,2012,83,tt2407418,6.4
XOXO,2016,92,tt4855748,5.3
I'll Sleep When I'm Dead,2016,80,tt4679136,6.6
Tallulah,2016,112,tt1639084,6.7
Rebirth,2016,101,tt4902716,5.0
Tony Robbins: I Am Not Your Guru,2016,117,tt5151716,6.6
Gridlocked,2015,114,tt2724532,5.8
Brahman Naman,2016,96,tt5240748,5.5
X: Past Is Present,2015,105,tt5207116,5.2
The Fundamentals of Caring,2016,97,tt2452386,7.3
Ip Man 3,2015,105,tt2888046,7.0
The Do-Over,2016,109,tt4769836,5.7
Special Correspondents,2016,101,tt4181052,5.9
Team Foxcatcher,2016,91,tt5598216,7.3
Belgica,2016,127,tt3544218,6.7
Hush,2016,82,tt5022702,6.6
Hush,2016,82,tt7255884,6.6
Frank and Cindy,2007,70,tt0986354,6.9
He Never Died,2015,97,tt2386404,6.3
Pee-wee's Big Holiday,2016,90,tt0837156,6.1
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,101,tt2652118,6.1
Ip Man,2008,107,tt1220719,8.0
Ip Man 2,2010,108,tt1386932,7.5
Mike Epps: Don't Take It Personal,2015,60,tt5339586,4.4
The Ridiculous 6,2015,120,tt2479478,4.8
Naomi and Ely's No Kiss List,2015,91,tt3282858,5.5
Manson Family Vacation,2015,85,tt3275216,5.8
Results,2015,105,tt3824412,5.4
Beasts of No Nation,2015,137,tt1365050,7.7
Circle,2015,86,tt3118452,6.0
Winter on Fire: Ukraine's Fight for Freedom,2015,99,tt4908644,8.3
Keith Richards: Under the Influence,2015,82,tt4900018,7.1
Cowspiracy: The Sustainability Secret,2014,90,tt3302820,8.1
6 Years,2015,80,tt3799372,5.5
Tig,2015,92,tt3986532,7.4
Creep,2014,78,tt2428170,6.3
"What Happened, Miss Simone?",2015,103,tt4284010,7.6
Advantageous,2015,92,tt3090670,6.1
The Perfect Dictatorship,2014,143,tt3970854,7.2
Hot Girls Wanted,2015,83,tt4382552,6.1
Virunga,2014,100,tt3455224,8.2
E-Team,2014,90,tt3456090,7.1
Print the Legend,2014,100,tt3557464,7.0
Mission Blue,2014,94,tt2004304,7.9
The Battered Bastards of Baseball,2014,80,tt3445270,8.0
Mitt,2014,93,tt1757800,6.8
The Square,2013,105,tt2486682,8.0
The Square,2013,105,tt3753108,6.8
Shrek the Musical,2013,130,tt3070936,6.9
The Short Game,2013,100,tt2466830,7.3
Being Elmo: A Puppeteer's Journey,2011,76,tt1787660,7.6
Even the Rain,2010,103,tt1422032,7.4
Just Another Love Story,2007,104,tt1024942,7.2
9,2009,80,tt0472033,7.0
21,2008,123,tt0478087,6.8
706,2019,118,tt9390026,5.2
1920,2008,143,tt1301698,6.4
'89,2017,87,tt7614404,7.7
(T)ERROR,2015,84,tt4370922,6.6
#cats_the_mewvie,2020,90,tt11642302,5.3
#Roxy,2018,105,tt5646082,5.0
Çok Filim Hareketler Bunlar,2010,99,tt1640202,4.4
Æon Flux,2005,93,tt0402022,5.4
1 Chance 2 Dance,2014,89,tt2388856,4.6
1 Mile to You,2017,105,tt2184233,6.3
"10,000 B.C.",2008,109,tt0443649,5.1
12 ROUND GUN,2017,90,tt3396208,4.8
13 Cameras,2015,90,tt4392454,5.1
13 Sins,2014,93,tt2059171,6.3
14 Blades,2010,113,tt1442571,6.3
14 Cameras,2018,89,tt7476438,4.6
16 Blocks,2006,102,tt0450232,6.6
17 Again,2009,102,tt0974661,6.4
1BR,2019,90,tt7541106,5.8
1st Summoning,2018,94,tt8142044,3.3
20 Feet From Stardom,2013,91,tt2396566,7.4
2036 Origin Unknown,2018,95,tt4575328,4.4
20th Century Women,2016,119,tt4385888,7.3
21 & Over,2013,93,tt1711425,5.8
2307: Winter's Dream,2016,101,tt4261326,3.8
24 Hours to Live,2017,93,tt5442456,5.8
28 Days,2000,104,tt0191754,6.1
3 Deewarein,2003,121,tt0338490,7.8
3 Generations,2015,92,tt4158624,5.9
3 Seconds Divorce,2018,53,tt7987516,7.3
30 Days of Luxury,2016,91,tt7616358,2.3
30 Minutes or Less,2011,83,tt1622547,6.1
300 Miles to Heaven,1989,93,tt0096740,7.1
42 Grams,2017,81,tt4760186,7.0
4th Man Out,2015,86,tt3978720,6.7
5 to 7,2014,97,tt2486678,7.1
50 First Dates,2004,99,tt0343660,6.8
50/50,2011,100,tt1306980,7.6
6 Days,2017,94,tt4703048,6.2
6-5=2,2014,103,tt5162476,4.4
68 Kill,2017,96,tt5189894,6.0
A Bad Moms Christmas,2017,104,tt6359956,5.6
A Billion Colour Story,2016,104,tt6289320,8.1
A Boy Called Po,2016,94,tt1401621,6.6
A Bridge Too Far,1977,176,tt0075784,7.4
A Clockwork Orange,1971,137,tt0066921,8.3
A Dangerous Woman,1993,101,tt0106661,5.8
A Family Affair,2015,111,tt4137808,8.1
A Family Affair,2015,111,tt4653186,7.1
A Flying Jatt,2016,142,tt5235880,3.1
A Glimpse Inside the Mind of Charles Swan III,2012,86,tt2044729,4.6
A Gray State,2017,93,tt6794380,6.2
A Haunted House,2013,86,tt2243537,5.0
A Haunting at Silver Falls: The Return,2019,80,tt6170262,3.2
A Kind of Murder,2016,96,tt2726552,5.3
A Leaf of Faith,2018,87,tt8412232,7.2
A Most Violent Year,2014,125,tt2937898,7.0
A Murder in the Park,2014,91,tt3168808,7.3
A new Capitalism,2017,76,tt8262374,6.2
A Night at the Roxbury,1998,82,tt0120770,6.2
A Noble Intention,2015,111,tt3765078,6.7
A Patch of Fog,2015,92,tt2181282,6.5
A Perfect Man,2013,94,tt2275471,5.2
A Scandall,2016,108,tt5780570,3.1
A Separation,2011,123,tt1832382,8.3
A Serious Man,2009,106,tt1019452,7.0
A Sort of Homecoming,2015,89,tt3303652,5.6
A Tale of Love and Darkness,2015,98,tt1135989,6.0
A Thousand Words,2012,92,tt0763831,5.8
A Walk to Remember,2002,102,tt0281358,7.3
A Wednesday,2008,103,tt1280558,8.1
A Wrinkle in Time,2018,110,tt1620680,4.2
A.M.I.,2019,77,tt8712750,3.9
A.X.L.,2018,99,tt5709188,5.3
Aarakshan,2011,164,tt1848771,6.2
Aashayein,2010,115,tt1227524,7.1
Aata Pita,2010,133,tt2606526,7.3
Abby Sen,2015,127,tt5012994,5.8
Abhinetri,2016,131,tt6106494,6.0
About a Boy,2002,101,tt0276751,7.1
Abzurdah,2015,90,tt4413338,5.4
Across The Line,2015,88,tt4295258,5.3
Across the Universe,2007,133,tt0445922,7.3
Act of Valor,2012,110,tt1591479,6.4
Act of Vengeance,2010,112,tt1686039,5.7
Acts of Violence,2018,87,tt6684714,5.3
Addicted to Life,2014,91,tt4242982,6.2
Adore,2013,111,tt2103267,6.2
Adrishya,2017,99,tt7476874,3.2
After Porn Ends,2012,93,tt1291547,5.7
After Porn Ends 3,2018,87,tt7681970,5.4
Afterschool,2008,107,tt1224366,6.0
Aftershock,2012,89,tt1780762,4.8
Ahista Ahista,2006,122,tt0831840,7.0
Ai Weiwei: Never Sorry,2012,91,tt1845773,7.5
Aitraaz,2004,153,tt0418460,6.6
Alarmoty in the Land of Fire,2017,94,tt10497352,4.3
Albion: The Enchanted Stallion,2016,106,tt4518260,5.2
Alice Doesn't Live Here Anymore,1974,112,tt0071115,7.3
Alive and Kicking,2016,89,tt4329394,7.1
All About Nina,2018,101,tt7542576,6.2
All Dogs Go to Heaven,1989,85,tt0096787,6.7
All Hallows' Eve,2016,92,tt4906686,4.9
All Light Will End,2018,84,tt6023386,3.9
All the Boys Love Mandy Lane,2006,91,tt0490076,5.5
All the Devil's Men,2018,100,tt6012244,5.1
Alone in Berlin,2016,103,tt3026488,6.5
Along Came a Spider,2001,103,tt0164334,6.4
AlphaGo,2017,90,tt6700846,7.8
Always a Bridesmaid,2019,98,tt10108544,5.7
Amar Akbar & Tony,2015,92,tt2901006,5.3
Amar Akbar Anthony,1977,172,tt0075669,7.4
American Anarchist,2016,81,tt6032170,5.9
American Assassin,2017,112,tt1961175,6.2
American Beauty,1999,122,tt0169547,8.4
American Circumcision,2017,101,tt7628146,7.3
American Hangman,2019,99,tt8975028,5.9
American Heist,2014,95,tt2923316,5.0
American History X,1998,119,tt0120586,8.5
American Honey,2016,163,tt3721936,7.0
American Psycho,2000,102,tt0144084,7.6
Amy,2015,128,tt2870648,7.8
An American in Madras,2013,80,tt3279468,7.1
An American Tail,1986,80,tt0090633,6.9
An American Tail: Fievel Goes West,1991,75,tt0101329,6.4
An Interview with God,2018,97,tt5779372,5.8
An Upper Egyptian,2014,85,tt5837152,3.1
Anchor and Hope,2017,113,tt5981304,6.3
Anesthesia,2015,90,tt3317208,6.1
Angel Eyes,2001,103,tt0225071,5.6
Anger Management,2003,105,tt0305224,6.2
Angry Indian Goddesses,2015,104,tt3368222,6.9
Ankur Arora Murder Case,2013,127,tt2912578,6.5
Annabelle Hooper and the Ghosts of Nantucket,2016,92,tt3032060,5.6
Another Forever,2016,72,tt5204636,5.2
Ant-Man and the Wasp,2018,118,tt5095030,7.0
Antidote,2018,90,tt3809960,2.7
Anwar,2007,134,tt0953306,6.5
Apache Warrior,2017,89,tt6423664,6.6
APEX: The Story of the Hypercar,2016,86,tt4325400,7.3
Apollo 18,2011,87,tt1772240,5.2
April and the Extraordinary World,2015,107,tt3422078,7.3
"Aram, Aram",2015,79,tt3245848,6.5
Arthur,2011,110,tt1334512,5.7
Arthur Christmas,2011,98,tt1430607,7.1
"As Above, So Below",2014,93,tt2870612,6.2
As Good as It Gets,1997,139,tt0119822,7.7
Assimilate,2019,94,tt5238904,5.3
At All Costs,2016,81,tt3800222,6.5
At First Light,2018,91,tt5994166,5.6
ATM,2012,122,tt1603257,4.7
Attacking the Devil: Harold Evans and the Last Nazi War Crime,2014,102,tt3779818,8.0
Automata,2014,110,tt1971325,6.0
Avengers: Infinity War,2018,150,tt4154756,8.4
Avicii: True Stories,2017,97,tt7357302,7.6
Azhar,2016,129,tt4906984,5.8
Babel,2006,143,tt0449467,7.5
Backcountry,2014,92,tt2944198,6.0
Backtrack,2015,90,tt2784936,5.9
Bad Boys,1995,119,tt0112442,6.8
Bad Boys II,2003,147,tt0172156,6.6
Bad Match,2017,83,tt5990066,5.6
Bad Rap,2016,83,tt5264178,6.5
Badland,2019,117,tt10253466,5.6
Balto,1995,78,tt0112453,7.1
Balu Mahi,2017,149,tt5370442,6.0
Band Aid,2017,94,tt5816374,6.6
Band of Robbers,2015,95,tt4048668,6.0
Bang Rajan 2,2010,122,tt1814644,5.4
Bangkok Traffic (Love) Story,2009,126,tt1621642,7.1
Barça Dreams,2015,122,tt5001576,7.3
Barah Aana,2009,95,tt1202517,6.7
Barbecue,2017,101,tt6090268,6.5
Barbie in Rock 'N Royals,2015,83,tt4955162,5.9
Barbie Star Light Adventure,2016,79,tt5502946,5.8
Barbie: The Princess & the Popstar,2012,75,tt2396690,5.7
Barely Lethal,2015,99,tt1731701,5.4
Barrio Universitario,2013,91,tt3056386,3.6
Barsaat,1995,166,tt0112459,5.6
BASEketball,1998,103,tt0131857,6.5
Basic Instinct,1992,128,tt0103772,7.0
Bathtubs Over Broadway,2018,87,tt6029778,7.6
Bawarchi,1972,125,tt0068257,8.1
Bazaar,1982,121,tt0246456,7.4
Be Here Now,2015,110,tt2473476,8.5
Be Somebody,2016,88,tt5512872,5.6
Beary Tales,2013,52,tt6780296,8.1
Beavis and Butt-head Do America,1996,81,tt0115641,6.8
Bebe's Kids,1992,73,tt0103783,5.8
Because We're Heading Out,2016,99,tt6086714,4.1
Becoming Jane,2007,121,tt0416508,7.0
Bedtime Stories,2008,100,tt0960731,6.0
Before the Flood,2016,97,tt5929776,8.2
Behind the Curtain: Todrick Hall,2017,100,tt6171960,6.9
Being AP,2015,99,tt3916100,6.5
Below Her Mouth,2016,91,tt5073620,5.5
Beneath the Leaves,2019,90,tt4574654,4.5
Benji: Off the Leash,2004,100,tt0315273,5.2
Berlin Kaplani,2012,99,tt2142711,5.2
"Berlin, I Love You",2019,120,tt2275743,4.7
Bewafaa,2005,149,tt0363472,4.1
Bewildered Bolbol,2010,112,tt2210509,6.4
Beyond All Boundaries,2013,98,tt2428368,8.0
Bhagam Bhag,2006,151,tt0805184,6.5
Bhool Bhulaiyaa,2007,148,tt0995031,7.4
Bhoot,2003,114,tt0341266,6.4
Big Bear,2017,87,tt4986754,5.1
Big Daddy,1999,93,tt0142342,6.4
Big Fat Liar,2002,88,tt0265298,5.5
Big Time,2017,90,tt7630164,6.4
Bigger Fatter Liar,2017,95,tt5846744,4.0
Biggie & Tupac,2002,108,tt0303356,6.7
Billy Elliot,2000,110,tt0249462,7.7
Bioscope,2015,131,tt7178026,6.3
Birthmarked,2018,88,tt4702826,5.7
Bitch,2017,97,tt4277692,6.4
Bitch,2017,97,tt6069264,5.1
Bitcoin Heist,2016,116,tt4911780,5.8
Bittoo Boss,2012,117,tt2347289,4.1
Black Hawk Down,2001,144,tt0265086,7.7
Black Man White Skin,2015,79,tt9853686,5.5
Black Panther,2018,135,tt1825683,7.3
Black Site Delta,2017,88,tt5667516,3.9
Black Snow,2017,91,tt5614612,6.2
Blackfish,2013,83,tt2545118,8.1
Blackway,2015,90,tt4061010,5.3
Blaze,2018,129,tt6443294,6.5
Bleed for This,2016,120,tt1620935,6.8
Blinky Bill: The Movie,2015,91,tt3700456,5.1
Blood Father,2016,88,tt3647498,6.4
Blow,2001,123,tt0221027,7.5
Blue Jasmine,2013,98,tt2334873,7.3
Blue Mountain State: The Rise of Thadland,2016,90,tt3748440,5.7
Blue Ruin,2013,90,tt2359024,7.1
Blue Streak,1999,94,tt0181316,6.3
Blue Valentine,2010,112,tt1120985,7.3
Blurred Lines: Inside the Art World,2017,85,tt5602204,6.4
Bob Lazar: Area 51 & Flying Saucers,2018,97,tt9107368,5.6
Bobbi Jene,2017,99,tt6082630,6.2
Bobby,1973,168,tt0069810,6.9
Bobby Robson: More Than a Manager,2018,99,tt6864864,8.1
Bobby Sands: 66 Days,2016,106,tt5931144,7.2
Bokeh,2017,92,tt3722062,5.0
Bolt,2008,99,tt0397892,6.8
Bombshell: The Hedy Lamarr Story,2017,89,tt6752848,7.4
Bon Bini Holland,2015,88,tt4247144,5.4
Bonnie and Clyde,1967,111,tt0061418,7.7
Born Strong,2017,86,tt7582508,7.1
Born to Be Free,2016,74,tt6619064,7.5
Bottom of the World,2017,84,tt2337841,5.1
Boy Bye,2016,86,tt6283780,5.2
Brampton's Own,2018,90,tt6185692,5.3
Brave New Jersey,2016,92,tt4660172,5.2
Breaking Free,2015,81,tt4440690,6.6
Brick,2005,110,tt0393109,7.2
Brooklyn's Finest,2009,133,tt1210042,6.7
Buffalo Boys,2018,103,tt6917210,5.8
Bugs,2016,73,tt5497906,6.8
Bullitt County,2018,98,tt6140148,4.7
Burlesque,2010,119,tt1126591,6.4
Burlesque,2010,119,tt1586713,6.9
Burlesque: Heart of the Glitter Tribe,2017,76,tt5143770,6.1
Burning,2018,148,tt7282468,7.5
Bushwick,2017,94,tt4720702,5.2
Butterfield 8,1960,108,tt0053622,6.3
Cabin Fever,2016,98,tt3832096,3.7
Cake,2018,125,tt7715988,7.6
Calendar Girls,2015,126,tt4897908,4.2
Camp X-Ray,2014,117,tt2994190,6.9
Can't Hardly Wait,1998,101,tt0127723,6.5
Candyman,1992,99,tt0103919,6.7
Capital in the Twenty-First Century,2019,103,tt5723056,7.3
Cappuccino,2017,126,tt7375412,3.8
Caregiver,2008,131,tt1233519,6.4
Carol,2015,119,tt2402927,7.2
Carrie,1976,98,tt0074285,7.4
Carriers,2009,85,tt0806203,6.0
Casa de mi Padre,2012,84,tt1702425,5.5
Casino Royale,2006,145,tt0381061,8.0
Casino Tycoon,1992,125,tt0104145,5.9
Cat on a Hot Tin Roof,1958,108,tt0051459,7.9
Catching the Sun,2015,74,tt1698654,6.6
Cats & Dogs: The Revenge of Kitty Galore,2010,82,tt1287468,4.3
Catwalk: Tales from the Cat Show Circuit,2018,75,tt8115300,6.3
Cave,2016,77,tt4915318,4.2
Celluloid Man,2012,156,tt2190196,7.7
Center Stage,2000,116,tt0210616,6.6
Chal Dhar Pakad,2010,129,tt3360280,3.7
Chal Mere Bhai,2000,132,tt0245825,4.7
Chandani: The Daughter of the Elephant Whisperer,2010,87,tt1612264,6.9
Change in the Air,2018,95,tt5013782,5.7
Chappaquiddick,2017,106,tt5270948,6.4
Charlie and the Chocolate Factory,2005,115,tt0367594,6.7
Charlie's Angels: Full Throttle,2003,106,tt0305357,4.9
Charlotte's Web,1973,94,tt0070016,6.9
Chasing Amy,1997,113,tt0118842,7.2
Chasing the Dragon,2017,129,tt6015328,6.7
Chernobyl Diaries,2012,88,tt1991245,5.0
Chicken Kokkachi,2017,113,tt6817922,3.9
Chicken Little,2005,82,tt0371606,5.7
Chief Daddy,2018,98,tt9652322,4.7
Child's Play,1988,87,tt0094862,6.6
China Salesman,2017,111,tt6015706,2.8
Chittagong,2012,105,tt1785333,7.3
Chitty Chitty Bang Bang,1968,146,tt0062803,6.9
Chloe,2009,96,tt1352824,6.3
Chris Brown: Welcome to My Life,2017,80,tt5588850,5.6
Christian Mingle,2014,99,tt3398066,4.2
Christmas in the Smokies,2015,88,tt4923846,5.8
Christmas with the Kranks,2004,99,tt0388419,5.4
Christopher Robin,2018,104,tt4575576,7.2
Chronicle of an Escape,2006,104,tt0479354,7.1
Chupke Chupke,1975,127,tt0072783,8.3
Cirque du Freak: The Vampire's Assistant,2009,109,tt0450405,5.8
City of God,2002,130,tt0317248,8.6
City of Tiny Lights,2016,110,tt1966385,5.5
Clarence Clemons: Who Do I Think I Am?,2019,88,tt10432050,6.4
Clash of the Titans,2010,106,tt0800320,5.8
Cleopatra Jones,1973,89,tt0069890,5.9
Click,2006,108,tt0389860,6.4
Clive Davis: The Soundtrack of Our Lives,2017,124,tt6494358,7.4
Closed Circuit,2013,96,tt2218003,6.2
Cloud Atlas,2012,172,tt1371111,7.4
Clouds of Sils Maria,2014,124,tt2452254,6.7
Cloverfield,2008,85,tt1060277,7.0
Coach Carter,2005,137,tt0393162,7.3
Code Name: The Cleaner,2007,91,tt0462229,4.6
Coffee with D,2017,120,tt6334874,4.8
Colkatay Columbus,2016,118,tt6069520,3.9
Colonia,2015,110,tt4005402,7.0
Colours of Passion,2008,114,tt1239276,7.0
Come and Find Me,2016,112,tt2597768,5.7
Company,2002,137,tt0296574,8.0
Compulsion,2016,84,tt4992060,3.8
Concrete Football,2016,52,tt7784920,6.4
Concussion,2013,96,tt2296697,5.7
Conor McGregor: Notorious,2017,90,tt7518466,7.1
Contract,2008,116,tt1242843,4.1
Convict,2014,97,tt12561204,5.6
Convict,2014,97,tt2893780,5.4
Cool Hand Luke,1967,127,tt0061512,8.1
Coraline,2009,101,tt0327597,7.7
Crash,2004,112,tt0375679,7.8
CRD,2016,110,tt5359624,6.1
"Crouching Tiger, Hidden Dragon",2000,120,tt0190332,7.9
Cult of Chucky,2017,90,tt3280262,5.2
Cutie and the Boxer,2013,82,tt2355540,7.2
Dabbe 6: The Return,2015,153,tt4967920,5.6
Dad,1989,117,tt0097142,6.3
Daddy Day Care,2003,93,tt0317303,5.6
Dallas Buyers Club,2013,117,tt0790636,7.9
Dancing Quietly,2016,70,tt5287914,6.1
Danny Says,2015,103,tt4485246,6.7
Dante's Peak,1997,108,tt0118928,6.0
Dare to Be Wild,2015,100,tt2989350,6.4
Dark Crimes,2016,93,tt1901024,4.7
Dark Places,2015,113,tt2402101,6.2
Darna Mana Hai,2003,116,tt0349333,6.3
Darra,2016,121,tt5926848,5.4
Daughters of the Dust,1991,112,tt0104057,6.7
Dayveon,2017,76,tt6266218,6.3
De Film van Dylan Haegens,2018,81,tt8161554,4.1
De Palma,2015,110,tt1683048,7.4
Dead in a Week (Or Your Money Back),2018,90,tt3525168,6.2
Deadline: Sirf 24 Ghante,2006,97,tt0946999,6.3
Deadly Scholars,2018,86,tt6540984,4.3
Dean,2016,94,tt3914332,6.3
Dear Dad,2016,83,tt5615116,6.2
Death at a Funeral,2010,93,tt1321509,5.7
Death House,2017,88,tt2984576,2.9
Deathgrip,2017,53,tt7046112,6.4
Deewangee,2002,156,tt0337971,6.5
Defying the Nazis: The Sharps' War,2016,79,tt1339660,7.1
Delirium,2018,96,tt2069797,5.7
Delirium,2018,96,tt3131050,3.3
Democrats,2014,99,tt4143306,7.4
Den of Thieves,2018,140,tt1259528,7.0
Desolate,2018,88,tt5770836,5.1
Desolation,2017,76,tt5047400,4.5
Detention Letter,2017,99,tt6034164,4.6
Detour,2016,97,tt4372390,6.2
Detour,2016,97,tt6419524,6.8
Deviant Love,2019,87,tt10255320,3.5
